industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
"Manufacture of dairy products, n.e.c.",1531,2016,B,6,59,55,93446.00,90069.00,7296.00,82773.00,92417.00,69435.00,16929.00,30.00,273947.00,0.00,0.00
"Manufacture of primary plastic products (e.g. sheets, film, plates, etc.)",15200,2016,A,13,860,860,3871016.00,3885550.00,252813.00,3632737.00,3814699.00,3153598.00,412822.00,49071.00,-129649.00,0.00,0.00
"Manufacture of articles of concrete, cement and plaster, n.e.c.",15218,2016,A,10,529,529,2862818.00,2318619.00,158187.00,2160431.00,2567059.00,1432655.00,829874.00,47570.00,53830.00,0.00,0.00
Manufacture of plastic household wares,16191,2016,A,40,3076,3067,8162483.00,7520896.00,671960.00,6848936.00,7371784.00,5629235.00,1493166.00,90140.00,248276.00,0.00,0.00
"Baking of biscuits cookies, crackers, pretzels and similar dry bakery products",1541,2016,B,30,504,486,271207.00,257715.00,36544.00,221172.00,261027.00,189600.00,59859.00,0.00,-16203.00,0.00,0.00
"Integrated pulp, paper and paperboard milling",16137,2016,A,10,793,793,2725874.00,2554221.00,301518.00,2252703.00,2792104.00,2058958.00,635251.00,321659.00,177069.00,0.00,0.00
"Manufacture of galvanized steel sheets, tinplates and other coated metal products made in steel works or rolling mills",15229,2016,B,25,293,293,366084.00,320865.00,25739.00,295126.00,228873.00,143715.00,80448.00,0.00,-50744.00,0.00,0.00
Manufacture of box beds and mattresses,15369,2016,B,11,180,172,118116.00,165571.00,14708.00,150863.00,102178.00,105192.00,-22478.00,0.00,52922.00,0.00,0.00
"Manufacture of soft drinks except drinks flavored with fruit juices, syrups or other materials",1569,2016,B,42,328,328,3101660.00,2882342.00,95052.00,2787290.00,3097745.00,1723072.00,527858.00,972013.00,68414.00,0.00,0.00
"Manufacture of ice, except dry ice",1557,2016,A,54,2462,2438,3243155.00,2780888.00,394724.00,2386164.00,3213072.00,2028077.00,1076297.00,50431.00,-11087.00,0.00,0.00
"Manufacture of identification plates, badges, emblems and tags",15402,2016,A,3,445,445,374875.00,324528.00,97440.00,227089.00,369513.00,160433.00,187488.00,34860.00,-2696.00,0.00,0.00
"Manufacture of pulp, paper and paperboard, n.e.c.",15143,2016,B,5,75,75,81953.00,48222.00,9283.00,38938.00,82169.00,31000.00,43611.00,0.00,970.00,0.00,0.00
Repairing of sports and pleasure boats,15411,2016,B,4,36,33,37681.00,30757.00,9456.00,21301.00,32770.00,12454.00,19092.00,0.00,-1322.00,0.00,0.00
Repairing of ships and boats other than sports and pleasure boats,15410,2016,A,22,3818,3818,3351220.00,2939934.00,541906.00,2398028.00,3348141.00,1881436.00,1159889.00,61200.00,159753.00,0.00,0.00
Manufacture of uninterruptible power supplies (ups),15303,2016,A,3,6979,6979,46499965.00,39855766.00,3241857.00,36613908.00,46480220.00,32950379.00,10440483.00,968626.00,946273.00,0.00,0.00
Manufacture of other electronic and electric wires and cables,15290,2016,B,9,141,138,2520396.00,2363163.00,40354.00,2322809.00,2551796.00,2283357.00,250214.00,0.00,-10196.00,0.00,0.00
"Manufacture of luggage, handbags and wallets of leather and imitation leather",15110,2016,A,42,10599,10568,8254926.00,6457587.00,1993842.00,4463745.00,8018521.00,3608097.00,3926660.00,44564.00,76550.00,0.00,0.00
"Manufacture of luggage, handbags and wallets of leather and imitation leather",15110,2016,B,39,398,344,53167.00,45113.00,18526.00,26587.00,52325.00,14137.00,27566.00,0.00,-624.00,0.00,0.00
Manufacture of inorganic salts and compounds,15160,2016,A,6,497,495,17323875.00,17028672.00,234092.00,16794580.00,17351621.00,3956731.00,1267118.00,593352.00,460303.00,0.00,111049.00
Tanning and dressing of leather,15109,2016,A,3,206,205,224482.00,217573.00,25635.00,191938.00,229652.00,167517.00,52048.00,2171.00,3987.00,0.00,0.00
Manufacture of fruit and vegetable sauces (e.g. tomato sauce and paste),1513,2016,A,20,1699,1690,13213559.00,12346802.00,1174916.00,11171886.00,13012396.00,8270383.00,2709178.00,188947.00,46833.00,0.00,0.00
Manufacture of rubber tires (including parts) and tubes,15190,2016,A,5,3717,3701,18388568.00,14541941.00,747001.00,13794940.00,17917031.00,10654147.00,6848040.00,1171969.00,-133379.00,0.00,126024.00
Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,15144,2016,B,58,619,564,530476.00,512776.00,59530.00,453246.00,526892.00,385691.00,123290.00,0.00,13188.00,0.00,0.00
Manufacture of lighting equipment and parts except for use on cycle and motor equipment,15293,2016,A,7,1151,1151,1961706.00,1765688.00,225481.00,1540207.00,2005122.00,1394409.00,464732.00,58944.00,59809.00,0.00,0.00
Manufacture of cutlery,15252,2016,A,6,405,405,952368.00,933172.00,115727.00,817445.00,812363.00,561297.00,182368.00,6015.00,-126434.00,0.00,0.00
Manufacture of candies (excluding chocolate candies) and chewing gum,1549,2016,B,76,953,842,408638.00,352800.00,62398.00,290402.00,415097.00,252357.00,145097.00,0.00,-4219.00,0.00,0.00
Sugarcane milling,1544,2016,B,8,98,95,7547.00,5586.00,2974.00,2612.00,7547.00,2217.00,5309.00,165.00,0.00,0.00,0.00
Manufacture of ethyl alcohol,15161,2016,A,6,823,823,11198124.00,8081245.00,798157.00,7283088.00,11769050.00,5873349.00,4083647.00,475144.00,793468.00,0.00,0.00
"Manufacture of unprepared animal feeds from fish, crustaceans and mollusks and other aquatic animals",159,2016,A,7,312,312,4636889.00,4444052.00,107750.00,4336302.00,4671691.00,3889972.00,480436.00,257870.00,-151777.00,0.00,0.00
Manufacture of ice cream cones (apa) and wafers (barquillos),1542,2016,A,6,428,428,504773.00,491418.00,43266.00,448152.00,458680.00,366228.00,80017.00,17633.00,137.00,0.00,0.00
Manufacture of inflatable boats,16354,2016,A,3,78,78,44755.00,37569.00,4647.00,32922.00,44794.00,25448.00,14273.00,275.00,39.00,0.00,0.00
Manufacture of domestic electric fans,15296,2016,A,5,511,511,913797.00,833497.00,79805.00,753692.00,914859.00,710292.00,178103.00,48172.00,11438.00,0.00,0.00
Manufacture of fertilizers and nitrogen compounds,15166,2016,B,22,245,245,353467.00,298812.00,65155.00,233657.00,352678.00,119202.00,137895.00,8855.00,680.00,0.00,0.00
"Manufacture of miscellaneous textiles, n.e.c.",1598,2016,B,3,25,25,113987.00,108182.00,7296.00,100885.00,113987.00,98930.00,14194.00,0.00,1709.00,0.00,0.00
Manufacture of wood furniture,15367,2016,A,145,10471,10398,6068522.00,5661227.00,1535552.00,4125675.00,6196506.00,3561525.00,2167729.00,54554.00,211455.00,0.00,0.00
Operation of blast furnaces and steel making furnaces,15225,2016,B,52,504,504,680977.00,758142.00,103601.00,654541.00,727172.00,617299.00,58727.00,0.00,-3179.00,0.00,0.00
Manufacture of switch gear and switchboard apparatus,15284,2016,B,3,39,39,71605.00,68200.00,5459.00,62741.00,72857.00,57301.00,10733.00,0.00,3421.00,0.00,0.00
Manufacture of refined petroleum products,15156,2016,B,4,49,45,991355.00,935736.00,30742.00,904994.00,926482.00,738126.00,127103.00,0.00,-110823.00,0.00,0.00
Manufacture of rattan and cane containers,15133,2016,B,6,56,46,73739.00,59762.00,3250.00,56512.00,73739.00,53013.00,19489.00,0.00,2763.00,0.00,0.00
"Manufacture of narrow fabrics, laces, tulles and other net fabrics",1594,2016,B,11,113,107,180014.00,171735.00,14369.00,157366.00,176557.00,143550.00,27880.00,-623.00,1208.00,0.00,0.00
Rice/corn milling,1532,2016,B,1554,10051,7124,6051741.00,5159490.00,406409.00,4753081.00,6043837.00,4531906.00,1538596.00,136333.00,297189.00,0.00,0.00
Manufacture of pipe fittings of non-ferrous metals,15234,2016,A,5,246,246,259598.00,237338.00,27370.00,209968.00,247199.00,168086.00,60087.00,0.00,1365.00,0.00,0.00
"Integrated pulp, paper and paperboard milling",16137,2016,B,5,62,55,40179.00,38015.00,8312.00,29702.00,40755.00,27339.00,10876.00,0.00,-670.00,0.00,0.00
"Manufacture of paint removers, thinners, and brush cleaners",15172,2016,B,3,32,32,123771.00,110813.00,4341.00,106472.00,123771.00,100600.00,19358.00,0.00,-667.00,0.00,0.00
Manufacture of silverware and plated ware,15375,2016,B,8,65,58,13130.00,13971.00,2641.00,11329.00,12899.00,7309.00,3357.00,0.00,1241.00,0.00,0.00
Manufacture of machine tools and accessories including precision measuring tools,15334,2016,A,6,404,402,418109.00,365459.00,94537.00,270922.00,414097.00,225065.00,159911.00,356.00,-1507.00,247.00,0.00
Manufacture of muscovado sugar not carried on in the farm,1546,2016,A,4,321,321,179937.00,166203.00,19721.00,146483.00,184603.00,131851.00,41019.00,1134.00,4275.00,0.00,0.00
"Manufacture of mayonnaise, salad dressing, sandwich spread and similar products",1561,2016,A,5,502,502,12167156.00,9267583.00,537154.00,8730429.00,11990114.00,5231443.00,3484336.00,347458.00,50613.00,0.00,0.00
"Manufacture of agricultural and forestry machinery and equipment, n.e.c.",15332,2016,A,8,710,706,819906.00,787108.00,101002.00,686107.00,638367.00,425490.00,152762.00,20617.00,-2056.00,0.00,0.00
"Manufacture of other plastic, industrial /office/school supplies",15199,2016,B,29,507,488,1038407.00,1024623.00,161593.00,863030.00,1040516.00,742761.00,236986.00,0.00,36978.00,0.00,0.00
Manufacture of accumulators (storage batteries) including parts,15287,2016,A,5,3083,3083,16187772.00,13585185.00,1689238.00,11895948.00,15917702.00,9847047.00,5607796.00,50593.00,-284789.00,0.00,0.00
Manufacture of wooden containers,15129,2016,B,13,133,100,76740.00,68946.00,9038.00,59908.00,65696.00,42216.00,18987.00,0.00,-19074.00,0.00,0.00
Finishing of textiles,1581,2016,A,30,3375,3320,3496133.00,3281544.00,557686.00,2723858.00,3483473.00,2415353.00,952355.00,68443.00,-108664.00,0.00,0.00
Manufacture of flat glass (including float glass),15204,2016,A,9,784,783,3990829.00,4255200.00,234863.00,4020337.00,3869093.00,2885851.00,306732.00,40637.00,-81183.00,0.00,0.00
Tanning and dressing of leather,15109,2016,B,6,62,58,64075.00,40288.00,7753.00,32535.00,64977.00,31264.00,32369.00,0.00,-661.00,0.00,0.00
Manufacture of bills/coin counting and coin wrapping machinery,15318,2016,B,6,68,68,52878.00,50769.00,10595.00,40173.00,52603.00,28462.00,14213.00,0.00,-1736.00,0.00,0.00
"Manufacture of perfumes, cosmetics and other toilet preparations",15179,2016,B,34,302,292,760656.00,647065.00,43218.00,603847.00,806828.00,608955.00,171005.00,0.00,58553.00,0.00,0.00
Manufacture of hand-made paper,15142,2016,B,6,72,67,77455.00,69510.00,7297.00,62213.00,77491.00,54111.00,17508.00,0.00,527.00,0.00,0.00
Casting/foundry of iron,15236,2016,A,10,423,423,365943.00,340310.00,82034.00,258277.00,366143.00,232273.00,125955.00,8187.00,5158.00,0.00,0.00
Custom tailoring,15104,2016,A,29,991,926,439099.00,395467.00,95823.00,299644.00,430580.00,258583.00,153293.00,78.00,4310.00,0.00,0.00
"Wine manufacturing, n.e.c.",1567,2016,B,8,85,64,64751.00,55365.00,5363.00,50002.00,62416.00,39788.00,18990.00,-27171.00,-845.00,0.00,0.00
"Manufacture of brooms, brushes and fans",15401,2016,B,6,89,85,96143.00,91933.00,12109.00,79825.00,92928.00,68594.00,18064.00,80.00,-11501.00,0.00,0.00
Manufacture of metal sanitary ware and plumbing fixtures,15261,2016,A,4,1014,1014,2358679.00,1644621.00,216054.00,1428568.00,2564177.00,1255682.00,1116047.00,21.00,236362.00,0.00,0.00
"Manufacture of structural metal products, n.e.c.",15244,2016,B,44,605,605,868249.00,787013.00,138494.00,648519.00,869764.00,535855.00,245825.00,0.00,39310.00,0.00,0.00
Gold and other precious metal refining,15231,2016,A,3,382,372,2544147.00,2589939.00,31756.00,2558183.00,2436054.00,1147053.00,167050.00,15771.00,-99051.00,0.00,0.00
Coffee roasting and processing,1555,2016,B,15,170,163,221765.00,211424.00,23001.00,188424.00,215894.00,159831.00,43402.00,6216.00,6.00,0.00,0.00
Processing of fresh milk and cream,1525,2016,A,10,4285,4285,148339767.00,115239284.00,8050399.00,107188885.00,150997282.00,72415957.00,45727446.00,243597.00,5866165.00,0.00,0.00
"Manufacture of drinks flavored with fruit juices, syrups or other materials",1570,2016,B,5,70,70,29834.00,28132.00,6182.00,21950.00,29226.00,16977.00,9213.00,0.00,35.00,0.00,0.00
Manufacture of rubber shoes,15113,2016,A,12,1204,1202,726267.00,727755.00,145367.00,582388.00,674734.00,469125.00,173445.00,3472.00,-30471.00,0.00,0.00
Manufacture of rubber garments,15192,2016,A,3,159,159,162112.00,141712.00,39727.00,101985.00,181379.00,109645.00,65868.00,0.00,23857.00,0.00,0.00
Manufacture of wheeled toys,15385,2016,A,17,3091,3085,4038581.00,3913617.00,516729.00,3396888.00,3988743.00,2812583.00,769567.00,79638.00,-181990.00,0.00,0.00
Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,15346,2016,B,10,90,90,602888.00,644392.00,58152.00,586240.00,599374.00,447336.00,28794.00,0.00,-8676.00,0.00,0.00
Manufacture of other articles of paperboard,15148,2016,A,12,855,855,1064169.00,1025999.00,128564.00,897436.00,1107105.00,841677.00,192894.00,14.00,-91366.00,0.00,0.00
Manufacture of industrial (compressed and liquefied) gases,15159,2016,A,29,1370,1355,6639403.00,5713890.00,470647.00,5243244.00,6159750.00,3663939.00,1826004.00,11839.00,53481.00,0.00,0.00
Manufacture of hand tools,15253,2016,B,23,228,228,730562.00,657871.00,37529.00,620342.00,768240.00,586267.00,125084.00,0.00,120461.00,0.00,0.00
Manufacture of plastic household wares,16191,2016,B,41,480,478,475319.00,451394.00,58927.00,392467.00,485249.00,379749.00,92599.00,407.00,30712.00,0.00,0.00
"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles",15389,2016,B,3,16,16,8221.00,6165.00,1038.00,5128.00,8221.00,4710.00,3277.00,0.00,1440.00,0.00,0.00
"Manufacture of knitted or crocheted hosiery, underwear and outerwear when knitted or crocheted directly into shape",16106,2016,A,14,2324,2322,2714140.00,2298640.00,470353.00,1828287.00,2703658.00,1452380.00,973742.00,6010.00,-1231.00,0.00,0.00
Manufacture of flavoring extracts and food coloring,1560,2016,A,10,1152,1150,3337447.00,2980506.00,346066.00,2634439.00,3294669.00,2265645.00,748071.00,182828.00,-44524.00,0.00,0.00
Manufacture of motor vehicles,15350,2016,B,22,270,270,975184.00,832090.00,56117.00,775973.00,1141073.00,854547.00,213463.00,0.00,237950.00,0.00,0.00
Smoking of fish and other marine products,155,2016,A,3,100,91,262934.00,267079.00,9588.00,257491.00,259204.00,227007.00,20575.00,0.00,-3715.00,0.00,0.00
Manufacture of abrasive products,15223,2016,B,3,17,16,12616.00,10343.00,1712.00,8631.00,10040.00,3971.00,5070.00,0.00,-731.00,0.00,0.00
Manufacture of vinegar,1562,2016,A,4,178,174,2455282.00,2211755.00,255050.00,1956704.00,2346359.00,1314627.00,573075.00,0.00,-20022.00,0.00,0.00
Manufacture of rubber slippers,15117,2016,A,12,1014,1002,1074436.00,1018324.00,149092.00,869232.00,1079753.00,775762.00,263384.00,13862.00,79228.00,0.00,0.00
Manufacture of accumulators (storage batteries) including parts,15287,2016,B,3,30,30,253920.00,130369.00,63178.00,67191.00,251769.00,27564.00,192285.00,0.00,-3872.00,0.00,0.00
Manufacture of electrical transformers,15283,2016,B,3,25,25,16142.00,143391.00,16330.00,127062.00,16121.00,14928.00,-42971.00,82.00,-1593.00,0.00,0.00
"Manufacture of machinery for pulp, paper and paperboard industries",15345,2016,A,4,291,291,594149.00,539681.00,76800.00,462881.00,585278.00,411176.00,149459.00,27218.00,22678.00,0.00,0.00
Manufacture of inorganic salts and compounds,15160,2016,B,8,98,98,976696.00,926479.00,35208.00,891271.00,898693.00,759368.00,101168.00,0.00,-56464.00,0.00,0.00
"Service activities related to printing, n.e.c.",15152,2016,B,108,784,784,287465.00,277067.00,67403.00,209664.00,275914.00,159618.00,87015.00,0.00,-1042.00,0.00,0.00
"Manufacture of cleaning preparations, except soap and detergents",15177,2016,B,4,53,53,222230.00,123665.00,31080.00,92586.00,191150.00,47420.00,155507.00,366.00,-3323.00,0.00,0.00
"Non-ferrous rolling, drawing and extrusion mills",15233,2016,A,3,96,92,762647.00,303921.00,35423.00,268498.00,759650.00,232607.00,507907.00,3776.00,12396.00,0.00,0.00
Manufacture of wheeled toys,15385,2016,B,6,61,61,31045.00,21375.00,5105.00,16270.00,30949.00,13242.00,16361.00,0.00,584.00,0.00,0.00
"Baking of bread, cakes, pastries, pies and similar 'perishable' bakery products, including hopia and doughnut making",1540,2016,B,7165,54727,51552,13836889.00,13150671.00,3548723.00,9601948.00,13436208.00,7737288.00,4856854.00,13852.00,-308174.00,0.00,0.00
Manufacture of domestic-type water filters and/or purifiers,15300,2016,A,3,131,131,701618.00,670656.00,37324.00,633331.00,704251.00,590131.00,80213.00,0.00,-6340.00,0.00,0.00
"Manufacture of agricultural and forestry machinery and equipment, n.e.c.",15332,2016,B,10,102,99,28331.00,24885.00,5200.00,19685.00,31404.00,20202.00,10515.00,0.00,2605.00,0.00,0.00
Manufacture of wood furniture,15367,2016,B,661,3270,2610,1425121.00,1383194.00,302546.00,1080648.00,1409938.00,970693.00,430183.00,0.00,-11701.00,0.00,0.00
Manufacture of other articles of paper,15147,2016,B,30,344,324,616217.00,599981.00,63557.00,536424.00,631206.00,519680.00,98776.00,0.00,6148.00,0.00,0.00
Slaughtering and meat packing,151,2016,A,41,5218,5172,2901464.00,2573510.00,608901.00,1964610.00,2877958.00,1624578.00,1158361.00,86993.00,-3182.00,500.00,0.00
Manufacture of marble products,15222,2016,A,5,137,137,42986.00,31129.00,13285.00,17844.00,40843.00,11554.00,27095.00,90.00,-2304.00,0.00,0.00
Manufacture of knitted and crocheted apparel,15106,2016,B,10,118,117,60573.00,60081.00,17780.00,42302.00,60822.00,39258.00,20982.00,263.00,-95.00,0.00,0.00
"Manufacture of primary plastic products (e.g. sheets, film, plates, etc.)",15200,2016,B,4,31,31,83207.00,84133.00,5816.00,78317.00,86752.00,74061.00,7983.00,367.00,7646.00,0.00,0.00
Slaughtering and meat packing,151,2016,B,38,335,273,59759.00,51434.00,28624.00,22811.00,54499.00,16254.00,35782.00,0.00,-169.00,0.00,0.00
Bookbinding and related work,15151,2016,B,10,66,52,24269.00,17827.00,9992.00,7834.00,24269.00,3813.00,17561.00,0.00,239.00,0.00,0.00
Manufacture of electric lamps fluorescent and fixtures,15292,2016,A,22,4730,4730,8962290.00,7137684.00,968127.00,6169556.00,7686441.00,5061014.00,3062219.00,40432.00,-33454.00,0.00,0.00
Manufacture of medical and precision instruments,15391,2016,A,18,1812,1806,2283004.00,2021710.00,458854.00,1562857.00,2305865.00,1156038.00,870499.00,130044.00,21988.00,0.00,0.00
Treatment and coating of metals; machining,15251,2016,A,26,1594,1588,3177340.00,3036346.00,446784.00,2589562.00,3121675.00,1780161.00,995676.00,196403.00,55762.00,0.00,0.00
"Manufacture of wearing apparel, n.e.c",15103,2016,A,78,29038,29030,13267684.00,12578930.00,4844769.00,7734161.00,13319075.00,6702090.00,5884336.00,136068.00,-89123.00,0.00,0.00
"Manufacture of lifting and hoisting machinery, cranes, elevators , industrial trucks, tractors, stackers, specialized ports for lifting and handling equipment",15314,2016,B,3,32,32,64071.00,62187.00,6370.00,55817.00,64505.00,47836.00,12331.00,0.00,5759.00,0.00,0.00
"Manufacture of wire nails, not in steel rolling",15258,2016,B,3,27,27,1504889.00,1461923.00,5521.00,1456402.00,1501254.00,1386477.00,114545.00,1366.00,216818.00,0.00,0.00
Manufacture of jewelry made of precious and semi-precious stones,15374,2016,B,51,280,275,390784.00,376084.00,36487.00,339597.00,392215.00,306824.00,54096.00,0.00,3707.00,0.00,0.00
Manufacture of structural concrete products,15217,2016,B,542,4997,4509,5608362.00,5120692.00,853286.00,4267406.00,5224698.00,2791133.00,1610031.00,33725.00,401279.00,0.00,0.00
Manufacture of small hand-operated kitchen appliances,15260,2016,A,4,370,370,1334431.00,1209915.00,136208.00,1073706.00,1347059.00,930694.00,302286.00,30695.00,15845.00,0.00,0.00
Manufacture of lighting equipment and parts except for use on cycle and motor equipment,15293,2016,B,3,28,28,53907.00,47980.00,5453.00,42527.00,54642.00,37387.00,14041.00,2841.00,1218.00,0.00,0.00
"Manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes",1537,2016,A,3,227,227,1257201.00,1106567.00,108427.00,998140.00,1266945.00,832565.00,318669.00,4195.00,40965.00,0.00,0.00
Manufacture of electricity distribution equipment,15285,2016,A,9,2646,2646,9909607.00,8623991.00,752016.00,7871975.00,9726476.00,6217134.00,2761475.00,32706.00,51201.00,0.00,0.00
Manufacture of bicycles and bicycle parts,15364,2016,B,3,22,22,7104.00,7367.00,1787.00,5581.00,7337.00,4894.00,2022.00,0.00,198.00,0.00,0.00
"Manufacture of other footwear, n.e.c.",15120,2016,B,4,57,46,35855.00,33108.00,5602.00,27506.00,38590.00,28350.00,9189.00,1060.00,2414.00,0.00,0.00
"Manufacture of galvanized steel sheets, tinplates and other coated metal products made in steel works or rolling mills",15229,2016,A,27,2025,2023,20541247.00,18852577.00,836301.00,18016276.00,21427772.00,17280939.00,3031865.00,15854.00,1991548.00,0.00,0.00
Manufacture of structural concrete products,15217,2016,A,97,6649,6645,21906405.00,19506324.00,1409314.00,18097010.00,21734046.00,16637059.00,4388698.00,409449.00,154754.00,0.00,0.00
Manufacture of wooden coffin,15398,2016,B,21,186,182,101457.00,74727.00,22522.00,52204.00,88967.00,34817.00,58243.00,6384.00,76.00,0.00,0.00
"Casting of non-ferrous metal, n.e.c.",15241,2016,B,3,35,35,86767.00,83130.00,4249.00,78881.00,85822.00,75602.00,9181.00,71.00,-4823.00,0.00,0.00
"Manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes",1537,2016,B,5,29,21,131530.00,128961.00,5632.00,123329.00,133815.00,105370.00,15684.00,0.00,1243.00,0.00,0.00
Manufacture of virgin coconut oil,1518,2016,B,19,202,146,660984.00,639496.00,11551.00,627944.00,661761.00,606074.00,44353.00,0.00,2797.00,0.00,258.00
"Manufacture of plastic window and door screen, shades and venetian blinds",15202,2016,B,24,355,355,367841.00,344426.00,34551.00,309876.00,367950.00,267408.00,62508.00,0.00,2374.00,0.00,0.00
Manufacture of hand tools,15253,2016,A,10,558,557,760414.00,622412.00,135667.00,486745.00,737897.00,408092.00,297125.00,4418.00,16346.00,0.00,0.00
Manufacture of knitted and crocheted apparel,15106,2016,A,8,1806,1806,927774.00,889819.00,302803.00,587016.00,924483.00,334375.00,373800.00,0.00,-1232.00,0.00,0.00
Manufacture of side cars,15362,2016,B,26,104,93,19739.00,19099.00,4848.00,14251.00,19727.00,12005.00,7708.00,0.00,1839.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles and their engines,15354,2016,A,82,29875,29864,119629395.00,111309636.00,10299211.00,101010425.00,118412588.00,84950092.00,25940324.00,2433268.00,351538.00,435830.00,0.00
"Distilling, rectifying and blending of spirits",1565,2016,B,3,32,32,15794.00,14387.00,3385.00,11002.00,16667.00,9689.00,6425.00,0.00,1228.00,0.00,1559.00
Manufacture of knitted and crocheted fabrics,1583,2016,A,13,718,713,1260469.00,1227528.00,119389.00,1108140.00,1299539.00,1091265.00,182351.00,0.00,60556.00,0.00,0.00
Manufacture of medical and precision instruments,15391,2016,B,7,72,72,41520.00,37484.00,8511.00,28972.00,40425.00,24247.00,14383.00,208.00,-501.00,0.00,0.00
Printing,15149,2016,B,1367,12040,11778,14486886.00,12934808.00,1969240.00,10965568.00,13508943.00,9284885.00,3150640.00,501845.00,-82028.00,0.00,0.00
Manufacture of small cane wares,15135,2016,A,21,888,855,813439.00,709330.00,121952.00,587378.00,760929.00,461359.00,249856.00,11283.00,-7785.00,0.00,0.00
Manufacture of milk-based infants' and dietetic foods,1530,2016,A,14,4456,4453,41549061.00,31059386.00,3512287.00,27547100.00,41091184.00,17914697.00,15824740.00,1056925.00,694258.00,0.00,0.00
